"id","name","description"
"incoterm_61029010","61029010","Kaputi, ogrtači, pelerine, kratki kaputi i slični proizvodi, od ostalih tekstilnih materijala, za žene ili djevojčice, pleteni ili kukičani, isključeni od vune, fine životinjske dlake, pamuka, umjetnih ili sintetičkih vlakana"
"incoterm_61029090","61029090","Anorak (uključujući skijaške jakne), vjetrovke svih vrsta i slični proizvodi, od ostalih tekstilnih materijala, za žene ili djevojčice, pleteni ili kukičani, isključeni od vune, fine životinjske dlake, pamuka, umjetnih ili sintetičkih vlakana (osim proizvoda iz tarifnog broja 6104)"
"incoterm_61031010","61031010","Odijela, za muškarce i dječake, od vune ili fine životinjske dlake, pletena ili kukičana"
"incoterm_61031090","61031090","Odijela, za muškarce i dječake, pletena ili kukičana (osim od vune ili fine životinjske dlake)"
"incoterm_61032200","61032200","Kompleti od pamuka, za muškarce ili dječake, pleteni ili kukičani"
"incoterm_61032300","61032300","Kompleti od sintetičkih vlakana, za muškarce ili dječake, pleteni ili kukičani"
"incoterm_61032900","61032900","Kompleti od ostalih tekstilnih materijala, za muškarce ili dječake, isključeni od vune, fine životinjske dlake, pamuka ili sintetičkih vlakana"
"incoterm_61033100","61033100","Jakne i sakoi od vune ili fine životinjske dlake, za muškarce ili dječake, pleteni ili kukičani, isključene vjetrovke i slični proizvodi"
"incoterm_61033200","61033200","Jakne i sakoi od pamuka, za muškarce ili dječake, pleteni ili kukičani, isključene vjetrovke i slični proizvodi"
"incoterm_61033300","61033300","Jakne i sakoi od sintetičkih vlakana, za muškarce ili dječake, pleteni ili kukičani, isključene vjetrovke i slični proizvodi"
"incoterm_61033900","61033900","Jakne i sakoi od ostalih tekstilnih materijala, za muškarce ili dječake, isključeni od vune, fine životinjske dlake, pamuka ili sintetičkih vlakana, vjetrovke i slični proizvodi"
"incoterm_61034100","61034100","Hlače, hlače s plastronom i naramenicama, hlače stisnute ispod koljena i kratke hlače od vune ili fine životinjske dlake, za muškarce ili dječake, pletene ili kukičane, isključene kupaće gaće i gaće"
"incoterm_61034200","61034200","Hlače, hlače s plastronom i naramenicama, hlače stisnute ispod koljena i kratke hlače od pamuka, za muškarce ili dječake, pletene ili kukičane, isključene kupaće gaće i gaće"
"incoterm_61034300","61034300","Hlače, hlače s plastronom i naramenicama, hlače stisnute ispod koljena i kratke hlače od sintetičkih vlakana, za muškarce ili dječake, pletene ili kukičane, isključene kupaće gaće i gaće"
"incoterm_61034900","61034900","Hlače, hlače s plastronom i naramenicama, hlače stisnute ispod koljena i kratke hlače od ostalih tekstilnih materijala, za muškarce ili dječake, pletene ili kukičane, isključene od vune, fine životinjske dlake, pamuka ili sintetičkih vlakana, kupaće gaće i gaće"
"incoterm_61041300","61041300","Kostimi od sintetičkih vlakana, za žene ili djevojčice, pleteni ili kukičani, isključeni kupaći kostimi"
"incoterm_61041920","61041920","Kostimi od pamuka, za žene i djevojčice, pleteni ili kukičani, isključeni od sintetičkih vlakana i kupaći kostimi"
"incoterm_61041990","61041990","Kostimi od ostalih tekstilnih materijala, za žene i djevojčice, pleteni ili kukičani (osim od pamuka i isključeni od sintetičkih vlakana i kupaći kostimi)"
"incoterm_61042200","61042200","Kompleti od pamuka, za žene ili djevojčice, pleteni ili kukičani, isključeni kupaći kostimi"
"incoterm_61042300","61042300","Kompleti od sintetičkih vlakana, za žene ili djevojčice, pleteni ili kukičani, isključeni kupaći kostimi"
"incoterm_61042910","61042910","Kompleti od vune ili fine životinjske dlake, za žene i djevojčice, isključeni od pamuka ili sintetičkih vlakana i kupaći kostimi"
"incoterm_61042990","61042990","Kompleti od ostalih tekstilnih materijala, za žene i djevojčice, isključeni od vune ili fine životinjske dlake, pamuka ili sintetičkih vlakana i kupaći kostimi"
"incoterm_61043100","61043100","Jakne i sakoi od vune ili fine životinjske dlake, za žene ili djevojčice, pleteni ili kukičani, isključene vjetrovke i slično"
"incoterm_61043200","61043200","Jakne i sakoi od pamuka, za žene ili djevojčice, pleteni ili kukičani, isključene vjetrovke i slično"
"incoterm_61043300","61043300","Jakne i sakoi od sintetičkih vlakana, za žene ili djevojčice, pleteni ili kukičani, isključene vjetrovke i slično"
"incoterm_61043900","61043900","Jakne i sakoi od ostalih tekstilnih materijala, za žene ili djevojčice, pleteni ili kukičani, isključeni od vune ili fine životinjske dlake, pamuka ili sintetičkih vlakana, vjetrovke i slično"
"incoterm_61044100","61044100","Haljine od vune ili fine životinjske dlake, za žene ili djevojčice, pletene ili kukičane"
"incoterm_61044200","61044200","Haljine od pamuka, za žene ili djevojčice, pletene ili kukičane"
"incoterm_61044300","61044300","Haljine od sintetičkih vlakana, za žene ili djevojčice, pletene ili kukičane"
"incoterm_61044400","61044400","Haljine od umjetnih vlakana, za žene ili djevojčice, pletene ili kukičane"
"incoterm_61044900","61044900","Haljine od ostalih tekstilnih materijala, za žene ili djevojčice, pletene ili kukičane, isključene od vune, fine životinjske dlake, pamuka, sintetičkih i umjetnih vlakana"
"incoterm_61045100","61045100","Suknje i suknje-hlače od vune ili fine životinjske dlake, za žene ili djevojčice, pletene ili kukičane"
"incoterm_61045200","61045200","Suknje i suknje-hlače od pamuka, za žene ili djevojčice, pletene ili kukičane"
"incoterm_61045300","61045300","Suknje i suknje-hlače od sintetičkih vlakana, za žene ili djevojčice, pletene ili kukičane"
"incoterm_61045900","61045900","Suknje i suknje-hlače od ostalih tekstilnih materijala, za žene ili djevojčice, pletene ili kukičane, isključene od vune, fine životinjske dlake, pamuka ili sintetičkih vlakana"
"incoterm_61046100","61046100","Hlače, hlače s plastronom i naramenicama, hlače stisnute ispod koljena i kratke hlače od vune ili fine životinjske dlake, za žene ili djevojčice, pletene ili kukičane, isključeni kupaći kostimi"
"incoterm_61046200","61046200","Hlače, hlače s plastronom i naramenicama, hlače stisnute ispod koljena i kratke hlače od pamuka, za žene ili djevojčice, pletene ili kukičane, isključeni kupaći kostimi"
"incoterm_61046300","61046300","Hlače, hlače s plastronom i naramenicama, hlače stisnute ispod koljena i kratke hlače od sintetičkih vlakana, za žene ili djevojčice, pletene ili kukičane, isključeni kupaći kostimi"
"incoterm_61046900","61046900","Hlače, hlače s plastronom i naramenicama, hlače stisnute ispod koljena i kratke hlače od ostalih tekstilnih materijala, za žene ili djevojčice, pletene ili kukičane, isključene od vune, fine životinjske dlake, pamuka ili sintetičkih vlakana i kupaći kostimi"
"incoterm_61051000","61051000","Košulje za muškarce ili dječake od pamuka, pletene ili kukičane, isključene noćne košulje, majice, potkošulje i ostale maje"
"incoterm_61052010","61052010","Košulje za muškarce ili dječake od sintetičkih vlakana, pletene ili kukičane"
"incoterm_61052090","61052090","Košulje za muškarce ili dječake od umjetnih vlakana, pletene ili kukičane"
"incoterm_61059010","61059010","Košulje za muškarce ili dječake od vune ili fine životinjske dlake, pletene ili kukičane"
"incoterm_61059090","61059090","Košulje za muškarce ili dječake od ostalih tekstilnih materijala, pletene ili kukičane, isključene od pamuka ili umjetnih ili sintetičkih vlakana, vune ili fine životinjske dlake"
"incoterm_61061000","61061000","Bluze, košulje i košulje-bluze od pamuka, za žene ili djevojčice, pletene ili kukičane"
"incoterm_61062000","61062000","Bluze, košulje i košulje-bluze od umjetnih ili sintetičkih vlakana, za žene ili djevojčice, pletene ili kukičane"
"incoterm_61069010","61069010","Bluze, košulje i košulje-bluze od vune ili fine životinjske dlake, za žene ili djevojčice, pletene ili kukičane"
"incoterm_61069030","61069030","Bluze, košulje i košulje-bluze od svile ili otpadaka svile, za žene ili djevojčice, pletene ili kukičane"
"incoterm_61069050","61069050","Bluze, košulje i košulje-bluze od lana ili ramije, za žene ili djevojčice, pletene ili kukičane"
"incoterm_61069090","61069090","Bluze, košulje i košulje-bluze od ostalih tekstilnih materijala, za žene ili djevojčice, pletene ili kukičane, isključene od vune, fine životinjske dlake, pamuka ili umjetnih ili sintetičkih vlakana, svile ili otpadaka svile, lana ili ramije"
"incoterm_61071100","61071100","Gaće i kratke hlače od pamuka, za muškarce ili dječake, pletene ili kukičane"
"incoterm_61071200","61071200","Gaće i kratke hlače od umjetnih ili sintetičkih vlakana, za muškarce ili dječake, pletene ili kukičane"
"incoterm_61071900","61071900","Gaće i kratke hlače od ostalih tekstilnih materijala, za muškarce ili dječake, pletene ili kukičane, isključene od pamuka ili od umjetnih ili sintetičkih vlakana"
"incoterm_61072100","61072100","Noćne košulje i pidžame od pamuka, za muškarce ili dječake, pletene ili kukičane"
"incoterm_61072200","61072200","Noćne košulje i pidžame od umjetnih ili sintetičkih vlakana, za muškarce ili dječake, pletene ili kukičane"
"incoterm_61072900","61072900","Noćne košulje i pidžame od ostalih tekstilnih materijala, za muškarce ili dječake, pletene ili kukičane, isključene od pamuka ili umjetnih ili sintetičkih vlakana"
"incoterm_61079100","61079100","Ogrtači za kupanje, kućni ogrtači i slični proizvodi, od pamuka, za muškarce ili dječake, pleteni ili kukičani"
"incoterm_61079900","61079900","Ogrtači za kupanje, kućni ogrtači i slični proizvodi od ostalih tekstilnih materijala, za muškarce ili dječake, pleteni ili kukičani, isključeni od pamuka ili umjetnih ili sintetičkih vlakana"
"incoterm_61081100","61081100","Kombinei i podsuknje od umjetnih ili sintetičkih vlakana, za žene ili djevojčice, pleteni ili kukičani"
"incoterm_61081900","61081900","Kombinei i podsuknje od ostalih tekstilnih materijala, za žene ili djevojčice, pleteni ili kukičani, isključeni od umjetnih ili sintetičkih vlakana"
"incoterm_61082100","61082100","Gaćice od pamuka, za žene ili djevojčice, pletene ili kukičane"
"incoterm_61082200","61082200","Gaćice od umjetnih ili sintetičkih vlakana, za žene ili djevojčice, pletene ili kukičane"
"incoterm_61082900","61082900","Gaćice od ostalih tekstilnih materijala, za žene ili djevojčice, pletene ili kukičane, isključene od pamuka ili umjetnih ili sintetičkih vlakana"
"incoterm_61083100","61083100","Spavaćice i pidžame od pamuka, za žene ili djevojčice, pletene ili kukičane"
"incoterm_61083200","61083200","Spavaćice i pidžame od umjetnih ili sintetičkih vlakana, za žene ili djevojčice, pletene ili kukičane"
"incoterm_61083900","61083900","Spavaćice i pidžame od ostalih tekstilnih materijala, za žene ili djevojčice, pletene ili kukičane, isključene od pamuka i umjetnih ili sintetičkih vlakana"
"incoterm_61089100","61089100","Jutarnje haljine, ogrtači za kupanje, kućni ogrtači i slični proizvodi od pamuka, za žene ili djevojčice, pleteni ili kukičani (osim kombinea, podsuknji, gaćica, spavaćica, pidžama, grudnjaka, haltera, korzeta i sličnih proizvoda)"
"incoterm_61089200","61089200","Jutarnje haljine, ogrtači za kupanje, kućni ogrtači i slični proizvodi od umjetnih ili sintetičkih vlakana, za žene ili djevojčice, pleteni ili kukičani (osim kombinea, podsuknji, gaćica, spavaćica, pidžama, grudnjaka, haltera, korzeta i sličnih proizvoda)"
"incoterm_61089900","61089900","Jutarnje haljine, ogrtači za kupanje, kućni ogrtači i slični proizvodi od ostalih tekstilnih materijala, za žene ili djevojčice, pleteni ili kukičani (osim od pamuka, umjetnih ili sintetičkih vlakana, kombinea, podsuknji, gaćica, spavaćica, pidžama, grudnjaka, haltera, korzeta i sličnih proizvoda)"
"incoterm_61091000","61091000","T-majice, majice bez rukava i ostale potkošulje od pamuka, pletene ili kukičane"
"incoterm_61099020","61099020","T-majice, majice bez rukava i ostale potkošulje od vune ili fine životinjske dlake, pletene ili kukičane, isključene od pamuka"
"incoterm_61099090","61099090","T-majice, majice bez rukava i ostale potkošulje od ostalih tekstilnih materijala, pletene ili kukičane, isključene od vune, fine životinjske dlake, pamuka i umjetnih ili sintetičkih vlakana"
"incoterm_61101110","61101110","Džemperi i puloveri (bez kopčanja), masenog udjela vune najmanje 50% i mase po komadu 600 g ili veće, pleteni ili kukičani"
"incoterm_61101130","61101130","Džemperi, puloveri, prsluci i slični proizvodi, od vune, pleteni ili kukičani, za muškarce ili dječake, isključeni puloveri (bez kopčanja), masenog udjela vune najmanje 50% i mase po komadu 600 g ili veće i podstavljeni prsluci"
"incoterm_61101190","61101190","Džemperi, puloveri, prsluci i slični proizvodi, od vune, pleteni ili kukičani, za žene ili djevojčice, isključeni puloveri (bez kopčanja), masenog udjela vune najmanje 50% i mase po komadu 600 g ili veće i podstavljeni prsluci"
"incoterm_61101210","61101210","Džemperi, puloveri, prsluci i slični proizvodi, od vune od kašmirskih koza, pleteni ili kukičani, za muškarce ili dječake"
"incoterm_61101290","61101290","Džemperi, puloveri, prsluci i slični proizvodi, od vune od kašmirskih koza, pleteni ili kukičani, za žene ili djevojčice"
"incoterm_61101910","61101910","Džemperi, puloveri, prsluci i slični proizvodi, od fine životinjske dlake, pleteni ili kukičani, za muškarce ili dječake, isključeni od vune od kašmirskih koza"
"incoterm_61101990","61101990","Džemperi, puloveri, prsluci i slični proizvodi, od fine životinjske dlake, pleteni ili kukičani, za žene ili djevojčice, isključeni od vune od kašmirskih koza"
"incoterm_61102010","61102010","Lagani fino pleteni puloveri s okruglim visokim ovratnikom (nepresavijenim ili presavijenim ""dolčevita"") ili ""polo"" ovratnikom od pamuka, pleteni ili kukičani"
"incoterm_61102091","61102091","Džemperi, puloveri, prsluci i slični proizvodi, od pamuka, pleteni ili kukičani, za muškarce ili dječake, isključeni lagani fino pleteni puloveri s okruglim visokim ovratnikom (nepresavijenim ili presavijenim ""dolčevita"") ili ""polo"" ovratnikom od pamuka, pleteni ili kukičani"
"incoterm_61102099","61102099","Džemperi, puloveri, prsluci i slični proizvodi, od pamuka, pleteni ili kukičani, za žene ili djevojčice, isključeni lagani fino pleteni puloveri s okruglim visokim ovratnikom (nepresavijenim ili presavijenim ""dolčevita"") ili ""polo"" ovratnikom od pamuka, pleteni ili kukičani"
"incoterm_61103010","61103010","Lagani fino pleteni puloveri s okruglim visokim ovratnikom (nepresavijenim ili presavijenim ""dolčevita"") ili ""polo"" ovratnikom od umjetnih ili sintetičkih vlakana, pleteni ili kukičani"
"incoterm_61103091","61103091","Džemperi, puloveri, prsluci i slični proizvodi, od umjetnih ili sintetičkih vlakana, pleteni ili kukičani, za muškarce ili dječake, isključeni lagani fino pleteni puloveri s okruglim visokim ovratnikom (nepresavijenim ili presavijenim ""dolčevita"") ili ""polo"" ovratnikom od pamuka, pleteni ili kukičani"
"incoterm_61103099","61103099","Džemperi, puloveri, prsluci i slični proizvodi, od umjetnih ili sintetičkih vlakana, pleteni ili kukičani, za žene ili djevojčice, isključeni lagani fino pleteni puloveri s okruglim visokim ovratnikom (nepresavijenim ili presavijenim ""dolčevita"") ili ""polo"" ovratnikom od pamuka, pleteni ili kukičani"
"incoterm_61109010","61109010","Džemperi, puloveri, prsluci i slični proizvodi, od lana ili ramije, pleteni ili kukičani"
"incoterm_61109090","61109090","Džemperi, puloveri, prsluci i slični proizvodi, od ostalih tekstilnih materijala, pleteni ili kukičani, isključeni od umjetnih ili sintetičkih vlakana, vune, fine životinjske dlake, pamuka, lana ili ramije"
"incoterm_61112010","61112010","Rukavice s prstima, s jednim prstom ili bez prstiju, za dojenčad, od pamuka, pletene ili kukičane"
"incoterm_61112090","61112090","Odjeća i pribor za odjeću, za dojenčad, od pamuka, pleteni ili kukičani, isključeni rukavice s prstima, s jednim prstom ili bez prstiju"
"incoterm_61113010","61113010","Rukavice s prstima, s jednim prstom ili bez prstiju, za dojenčad, od sintetičkih vlakana, pleteni ili kukičani"
"incoterm_61113090","61113090","Odjeća i pribor za odjeću, od sintetičkih vlakana, za dojenčad, pleteni ili kukičani, isključene rukavice s prstima, s jednim prstom ili bez prstiju"
"incoterm_61119011","61119011","Rukavice s prstima, s jednim prstom ili bez prstiju, za dojenčad, pletene ili kukičane isključene od pamuka i sintetičkih vlakana "
"incoterm_61119019","61119019","Odjeća i pribor za odjeću, za dojenčad, pleteni ili kukičani, isključeni rukavice s prstima, s jednim prstom ili bez prstiju osim od pamuka ili sintetičkih vlakana"
"incoterm_61119090","61119090","Odjeća i pribor za odjeću, za dojenčad, pleteni ili kukičani"
"incoterm_61121100","61121100","Trenirke od pamuka, pletene ili kukičane"
"incoterm_61121200","61121200","Trenirke od sintetičkih vlakana, pletene ili kukičane"
"incoterm_61121900","61121900","Trenirke od ostalih tekstilnih materijala, pletene ili kukičane, isključen pamuk ili sintetička vlakna"
"incoterm_61122000","61122000","Skijaška odijela, pletena ili kukičana"
"incoterm_61123110","61123110","Kupaće gaće za muškarce ili dječake od sintetičkih vlakana, pletene ili kukičane, masenog udjela gumenih niti 5% i većeg"
"incoterm_61123190","61123190","Kupaće gaće za muškarce ili dječake od sintetičkih vlakana, pletene ili kukičane, isključene masenog udjela gumenih niti 5% i većeg"
"incoterm_61123910","61123910","Kupaće gaće za muškarce ili dječake od ostalih tekstilnih materijala, pletene ili kukičane, masenog udjela gumenih niti 5% i većeg, isključene od sintetičkih vlakana"
"incoterm_61123990","61123990","Kupaće gaće za muškarce ili dječake od ostalih tekstilnih materijala, pletene ili kukičane, isključene masenog udjela gumenih niti 5% i većeg"
"incoterm_61124110","61124110","Kupaći kostimi za žene ili djevojčice od sintetičkih vlakana, pleteni ili kukičani, masenog udjela gumenih niti 5% ili većeg"
"incoterm_61124190","61124190","Kupaći kostimi za žene ili djevojčice od sintetičkih vlakana, pleteni ili kukičani, isključeni masenog udjela gumenih niti 5% ili većeg"
"incoterm_61124910","61124910","Kupaći kostimi za žene ili djevojčice od ostalih tekstilnih materijala, pleteni ili kukičani, masenog udjela gumenih niti 5% ili većeg, isključeni od sintetičkih vlakana"
"incoterm_61124990","61124990","Kupaći kostimi za žene ili djevojčice od ostalih tekstilnih materijala, pleteni ili kukičani, isključeni od sintetičkih vlakana i masenog udjela gumenih niti 5% ili većeg"
"incoterm_61130010","61130010","Odjeća, izrađena od pletenih ili kukičanih materijala, iz tarifnih brojeva 5903, 5906 ili 5907"
"incoterm_61130090","61130090","Odjeća, izrađena od pletenih ili kukičanih materijala, gumirana ili impregnirana, pokrivena ili prekrivena plastikom ili drugim materijalima"
"incoterm_61142000","61142000","Ostala odjeća, pletena ili kukičana, od pamuka"
"incoterm_61143000","61143000","Ostala odjeća, pletena ili kukičana, od umjetnih ili sintetičkih vlakana"
"incoterm_61149000","61149000","Ostala odjeća, pletena ili kukičana, od ostalih tekstilnih vlakana"
"incoterm_61151010","61151010","Čarape za vene od sintetičkih vlakana"
"incoterm_61151090","61151090","Gradirane stezne čarape (na primjer, čarape za vene) osim od sintetičkih vlakana"
"incoterm_61152100","61152100","Ostale čarape s gaćicama i čarape s gaćicama bez stopala od sintetičkih vlakana, finoće jednonitne pređe manje od 67 deciteksa"
"incoterm_61152200","61152200","Ostale čarape s gaćicama i čarape s gaćicama bez stopala od sintetičkih vlakana, finoće jednonitne pređe 67 deciteksa ili veće"
"incoterm_61152900","61152900","Ostale čarape s gaćicama i čarape s gaćicama bez stopala od ostalih tekstilnih materijala (osim od sintetičkih vlakana)"
"incoterm_61153011","61153011","Dokoljenice, od sintetičkih vlakana, finoće jednonitne pređe manje od 67 deciteksa"
"incoterm_61153019","61153019","Ostale ženske dugačke čarape, od sintetičkih vlakana, finoće jednonitne pređe manje od 67 deciteksa, osim dokoljenica"
"incoterm_61153090","61153090","Ostale ženske dugačke čarape ili dokoljenice, finoće jednonitne pređe manje od 67 deciteksa, od ostalih tekstilnih materijala, osim sintetičkih vlakana"
"incoterm_61159400","61159400","Hula-hop čarape uključujući i one bez stopala, čarape, kratke čarape i slično, uključujući čarape za vene, obuću bez pričvršćenog potplata, pletene i kukičane od vune ili fine životinjske dlake"
"incoterm_61159500","61159500","Hula-hop čarape uključujući i one bez stopala, čarape, kratke čarape i slično, uključujući čarape za vene, obuću bez pričvršćenog potplata, pletene i kukičane od pamuka"
"incoterm_61159610","61159610","Dokoljenice od sintetičkih vlakana"
"incoterm_61159691","61159691","Ženske čarape od sintetičkih vlakana"
"incoterm_61159699","61159699","Ostale čarape od sintetičkih vlakana osim ženskih čarapa"
"incoterm_61159900","61159900","Dugačke čarape i dokoljenice, uključujući one za vene i obuću bez pričvršćenog potplata, od ostalih tekstilnih materijala, pletene ili kukičane, osim od vune, fine životinjske dlake, pamuka ili sintetičkih vlakana, hula-hop čarapa"
"incoterm_61161020","61161020","Rukavice impregnirane, prevučene ili prekrivene kaučukom ili gumom"
"incoterm_61161080","61161080","Rukavice s jednim prstom ili bez prstiju, impregnirane, prevučene ili prekrivene plastičnom masom ili gumom, i rukavice, impregnirane, prevučene ili prekrivene plastičnom masom, pletene ili kukičane"
"incoterm_61169100","61169100","Rukavice s prstima, s jednim prstom ili bez prstiju, od vune ili fine životinjske dlake, pletene ili kukičane, isključene impregnirane, prevučene ili prekrivene plastičnom masom ili gumom"
"incoterm_61169200","61169200","Rukavice s prstima, s jednim prstom ili bez prstiju, od pamuka, pletene ili kukičane, isključene impregnirane, prevučene ili prekrivene plastičnom masom ili gumom"
"incoterm_61169300","61169300","Rukavice s prstima, s jednim prstom ili bez prstiju, od sintetičkih vlakana, pletene ili kukičane, isključene impregnirane, prevučene ili prekrivene plastičnom masom ili gumom"
"incoterm_61169900","61169900","Rukavice s prstima, s jednim prstom ili bez prstiju, od ostalih tekstilnih materijala, pletene ili kukičane, osim od vune, fine životinjske dlake, pamuka ili sintetičkih vlakana, isključene impregnirane, prevučene ili prekrivene plastičnom masom ili gumom"
"incoterm_61171000","61171000","Šalovi, rupci, marame, velovi i slični proizvodi, pleteni ili kukičani"
"incoterm_61178010","61178010","Gotovi pribori za odjeću, pleten ili kukičan, elastičan ili s gumenim nitima, drugdje nespomenut i neuključen"
"incoterm_61178080","61178080","Gotovi pribori za odjeću (osim pleteni ili kukičani, elastičan ili s gumenim nitima), drugdje nespomenut i neuključen"
"incoterm_61179000","61179000","Dijelovi odjeće ili pribora za odjeću, pleteni ili kukičani, drugdje nespomenuti i neuključeni"
"incoterm_62011100","62011100","Kaputi, kišni ogrtači, pelerine, kratki kaputi, ogrtači i slično, za muškarce ili dječake, od vune ili fine životinjske dlake, osim pletenih ili kukičanih"
"incoterm_62011210","62011210","Kaputi, kišni ogrtači, kratki kaputi, pelerine, ogrtači i slično, za muškarce ili dječake, od pamuka, osim pletenih ili kukičanih, mase ne veće od 1kg po komadu odjeće"
"incoterm_62011290","62011290","Kaputi, kišni ogrtači, kratki kaputi, pelerine, ogrtači i slično, za muškarce ili dječake, od pamuka, osim pletenih ili kukičanih, mase veće od 1kg po komadu odjeće"
"incoterm_62011310","62011310","Kaputi, kišni ogrtači, kratki kaputi, pelerine, ogrtači i slično, za muškarce ili dječake, od umjetnih ili sintetičkih vlakana, osim pletenih ili kukičanih, mase ne veće od 1kg po komadu odjeće"
"incoterm_62011390","62011390","Kaputi, kišni ogrtači, kratki kaputi, pelerine, ogrtači i slično, za muškarce ili dječake, od umjetnih ili sintetičkih vlakana, osim pletenih ili kukičanih, mase veće od 1kg po komadu odjeće"
"incoterm_62011900","62011900","Kaputi, kišni ogrtači, kratki kaputi, pelerine, ogrtači i slično, za muškarce ili dječake, od ostalih tekstilnih materijala, osim od vune ili fine životinjske dlake, pamuka ili umjetnih ili sintetičkih vlakana, pletenih ili kukičanih"
"incoterm_62019100","62019100","Anorak, uključujući skijaške jakne, vjetrovke i slične proizvode, od vune ili fine životinjske dlake, za muškarce ili dječake, osim pletenih ili kukičanih"
"incoterm_62019200","62019200","Anorak, vjetrovke i slični proizvodi, od pamuka, za muškarce ili dječake osim pletenih ili kukičanih"
"incoterm_62019300","62019300","Anorak, vjetrovke i slični proizvodi, od umjetnih ili sintetičkih vlakana, za muškarce ili dječake osim pletenih ili kukičanih"
"incoterm_62019900","62019900","Anorak, uključujući skijaške jakne, vjetrovke i slične proizvode od ostalih tekstilnih materijala, za muškarce ili dječake, osim od vune, fine životinjske dlake, pamuka ili umjetnih ili sintetičkih vlakana, osim pletenih ili kukičanih"
"incoterm_62021100","62021100","Kaputi, kišni ogrtači, kratki kaputi, pelerine, ogrtači i slično, za žene ili djevojčice, od vune ili fine životinjske dlake, osim pletenih i kukičanih"
"incoterm_62021210","62021210","Kaputi, kišni ogrtači, kratki kaputi, pelerine, ogrtači i slično, za žene ili djevojčice, od pamuka, osim pletenih i kukičanih, mase ne veće od 1kg po komadu odjeće"
"incoterm_62021290","62021290","Kaputi, kišni ogrtači,kratki kaputi, pelerine, ogrtači i slično, za žene ili djevojčice, od pamuka, osim pletenih i kukičanih, mase veće od 1kg po komadu odjeće"
"incoterm_62021310","62021310","Kaputi, kišni ogrtači, kratki kaputi, pelerine, ogrtači i slično, za žene ili djevojčice, od umjetnih ili sintetičkih vlakana, osim pletenih i kukičanih, mase ne veće od 1kg po komadu odjeće"
"incoterm_62021390","62021390","Kaputi, kišni ogrtači, kratki kaputi, pelerine, ogrtači i slično, za žene ili djevojčice, od umjetnih ili sintetičkih vlakana, osim pletenih i kukičanih, mase veće od 1kg po komadu odjeće"
"incoterm_62021900","62021900","Kaputi, kišni ogrtači, kratki kaputi, pelerine, ogrtači i slično, za žene ili djevojčice, od ostalih tekstilnih materijala, osim od vune ili fine životinjske dlake, pamuka ili umjetnih ili sintetičkih vlakana, osim pletenih i kukičanih"
"incoterm_62029100","62029100","Anorak, uključujući skijaške jakne, vjetrovke i slične proizvode, od vune ili fine životinjske dlake, za žene ili djevojčice, osim pletenih ili kukičanih"
"incoterm_62029200","62029200","Anorak, uključujući skijaške jakne, vjetrovke i slične proizvode, od pamuka, za žene ili djevojčice, osim pletenih ili kukičanih"
"incoterm_62029300","62029300","Anorak, uključujući skijaške jakne, vjetrovke i slične proizvode, od umjetnih ili sintetičkih vlakana, za žene ili djevojčice, osim pletenih ili kukičanih"
"incoterm_62029900","62029900","Anorak, uključujući skijaške jakne, vjetrovke i slične proizvode od ostalih tekstilnih materijala, za žene ili djevojčice, osim od vune, fine životinjske dlake, pamuka ili umjetnih ili sintetičkih vlakana, pletenih ili kukičanih"
"incoterm_62031100","62031100","Odijela od vune ili fine životinjske dlake, za muškarce ili dječake, osim pletenih ili kukičanih"
"incoterm_62031200","62031200","Odijela od sintetičkih vlakana, za muškarce ili dječake, osim pletenih ili kukičanih"
"incoterm_62031910","62031910","Odijela od pamuka, za muškarce ili dječake, osim pletenih ili kukičanih"
"incoterm_62031930","62031930","Odijela od umjetnih vlakana, za muškarce ili dječake, osim pletenih ili kukičanih"
"incoterm_62031990","62031990","Odijela od ostalih tekstilnih materijala, za muškarce ili dječake, osim od vune i fine životinjske dlake, pamuka ili sintetičkih vlakana, pletenih ili kukičanih"
"incoterm_62032210","62032210","Radni kompleti od pamuka, za muškarce ili dječake, osim pletenih i kukičanih"
"incoterm_62032280","62032280","Kompleti, za muškarce ili dječake, od pamuka, osim kukičanih i pletenih i isključeni radni"
"incoterm_62032310","62032310","Radni kompleti od sintetičkih vlakana, za muškarce ili dječake, osim pletenih ili kukičanih"
"incoterm_62032380","62032380","Kompleti od sintetičkih vlakana, za muškarce ili dječake, osim pletenih ili kukičanih i isključeni radni"
"incoterm_62032911","62032911","Radni kompleti od umjetnih vlakana, za muškarce ili dječake, osim pletenih ili kukičanih"
"incoterm_62032918","62032918","Kompleti, za muškarce ili dječake, od umjetnih vlakana, osim pletenih ili kukičanih i isključeni radni"
"incoterm_62032930","62032930","Kompleti od ostalih tekstilnih materijala, za muškarce i dječake, osim od vune, fine životinjske dlake, pamuka, sintetičkih ili umjetnih vlakana, osim pletenih ili kukičanih"
"incoterm_62032990","62032990","Kompleti od ostalih tekstilnih materijala, za muškarce ili dječake, osim od vune, fine životinjske dlake, pamuka, sintetičkih ili umjetnih vlakana, osim pletenih ili kukičanih,"
"incoterm_62033100","62033100","Jakne i sakoi od vune ili fine životinjske dlake, za muškarce ili dječake (osim pletenih ili kukičanih, vjetrovki i sličnih proizvoda)"
"incoterm_62033210","62033210","Jakne i sakoi od pamuka, za muškarce ili dječake, radni, osim pletenih ili kukičanih"
