"id","name","description"
"incoterm_03079980","03079980","Mekušci, neovisno jesu li u ljusci ili ne, sušeni, soljeni ili u salamuri (osim dimljenih, smrznutih, kamenica (ostriga), kapica, uključujući češljače (kraljičine kapice), roda Pecten, Chlamys ili Placopecten, dagnji (Mytilus spp., Perna spp.), sipa (Sepia officinalis, Rossia macrosoma, Sepiola spp.), lignji (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.), hobotnica (Octopus spp.), puževa, osim morskih puževa, kućica, srčanki i kunjki (porodice Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae i Veneridae) i petrovih ušiju (Haliotis spp.); sušeno, soljeno ili u salamuri, brašno, krupica i pelete od mekušaca, uporabljivi za ljudsku potrošnju"
"incoterm_03081100","03081100","Živi, svježi ili rashlađeni, morski krastavci (Stichopus japonicus, Holothurioidea)"
"incoterm_03081910","03081910","Morski krastavci (Stichopus japonicus, Holothurioidea), dimljeni, neovisno jesu li kuhani prije ili tijekom postupka dimljenja ili ne, drukčije nepripremljeni"
"incoterm_03081930","03081930","Morski krastavci (Stichopus japonicus, Holothurioidea), smrznuti (osim dimljenih)"
"incoterm_03081990","03081990","Sušeni, soljeni ili u salamuri, morski krastavci (Stichopus japonicus, Holothurioidea) (osim dimljenih i smrznutih)"
"incoterm_03082100","03082100","Živi, svježi ili rashlađeni, morski ježinci (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus)"
"incoterm_03082910","03082910","Morski ježinci (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus), dimljeni, neovisno jesu li kuhani prije ili tijekom postupka dimljenja ili ne, drukčije nepripremljeni"
"incoterm_03082930","03082930","Morski ježinci (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus), smrznuti (osim dimljenih)"
"incoterm_03082990","03082990","Sušeni, soljeni ili u salamuri, morski ježinci (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus) (osim dimljenih i smrznutih)"
"incoterm_03083010","03083010","Žive, svježe ili rashlađene, meduze (Rhopilema spp.)"
"incoterm_03083030","03083030","Meduze (Rhopilema spp.), dimljene, neovisno jesu li kuhane prije ili tijekom postupka dimljenja ili ne, drukčije nepripremljene"
"incoterm_03083050","03083050","Meduze (Rhopilema spp.), smrznute (osim dimljenih)"
"incoterm_03083090","03083090","Sušene, soljene ili u salamuri, meduze (Rhopilema spp.) (osim dimljenih i smrznutih)"
"incoterm_03089010","03089010","Živi, svježi ili rashlađeni, vodeni beskralješnjaci (osim rakova, mekušaca, morskih krastavaca (Stichopus japonicus, Holothurioidea), morskih ježinaca (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus) i meduza (Rhopilema spp.)); brašno, krupica i pelete od vodenih beskralješnjaka osim od rakova i mekušaca, uporabljivi za ljudsku potrošnju"
"incoterm_03089030","03089030","Vodeni beskralješnjaci, dimljeni, neovisno jesu li kuhani prije ili tijekom postupka dimljenja ili ne, drukčije nepripremljeni (osim rakova, mekušaca, morskih krastavaca (Stichopus japonicus, Holothurioidea), morskih ježinaca (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus) i meduza (Rhopilema spp.))"
"incoterm_03089050","03089050","Vodeni beskralješnjaci, smrznuti (osim rakova, mekušaca, morskih krastavaca (Stichopus japonicus, Holothurioidea), morskih ježinaca (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus) i meduza (Rhopilema spp.)); smrznuto brašno, krupica i pelete od vodenih beskralješnjaka osim od rakova i mekušaca, uporabljivi za ljudsku potrošnju"
"incoterm_03089090","03089090","Sušeni, soljeni ili u salamuri, vodeni beskralješnjaci (osim rakova, mekušaca, morskih krastavaca (Stichopus japonicus, Holothurioidea), morskih ježinaca (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus) i meduza (Rhopilema spp.)); sušeno, soljeno ili u salamuri, brašno, krupica i pelete od vodenih beskralješnjaka osim od rakova i mekušaca, uporabljivi za ljudsku potrošnju"
"incoterm_04011010","04011010","Mlijeko i vrhnje, do uključno 1% masti, u izvornom pakiranju neto sadržaja do uključno 2 l, nekoncentrirani i bez dodanog šećera i drugih sladila"
"incoterm_04011090","04011090","Mlijeko i vrhnje, do uključno 1% masti, nekoncentrirani, bez dodanog šećera i drugih sladila (osim izvornog pakiranja neto sadržaja do uključno 2 l)"
"incoterm_04012011","04012011","Mlijeko i vrhnje, s više od 1% do uključno 3% masti, u izvornom pakiranju neto sadržaja do uključno 2 l, nekoncentrirani, bez dodanog šećera i drugih sladila"
"incoterm_04012019","04012019","Mlijeko i vrhnje, s više od 1% do uključno 3% masti, nekoncentrirani, bez dodanog šećera i drugih sladila (osim onog u izvornom pakiranju neto sadržaja do uključno 2 l)"
"incoterm_04012091","04012091","Mlijeko i vrhnje, s više od 3% masti do uključno 6% masti, u izvornom pakiranju do uključno 2 l, nekoncentrirani, bez dodanog šećera i ostalih sladila"
"incoterm_04012099","04012099","Mlijeko i vrhnje, s više od 3% masti do uključno 6% masti, nekoncentrirani, bez dodanog šećera i ostalih sladila (osim onog u izvornom pakiranju neto sadržaja do uključno 2 l)"
"incoterm_04014010","04014010","Mlijeko i vrhnje, nekoncentrirani niti s dodanim šećerom ni drugim sladilima, s masenim udjelom masti većim od 6%, ali ne većim od 10%, u neposrednim pakiranjima neto-sadržaja ne većeg od 2 litre"
"incoterm_04014090","04014090","Mlijeko i vrhnje, nekoncentrirani niti s dodanim šećerom ni drugim sladilima, s masenim udjelom masti većim od 6%, ali ne većim od 10% (osim u neposrednim pakiranjima neto-sadržaja ne većeg od 2 litre)"
"incoterm_04015011","04015011","Mlijeko i vrhnje, nekoncentrirani niti s dodanim šećerom ni drugim sladilima, s masenim udjelom masti većim od 10%, ali ne većim od 21%, u neposrednim pakiranjima neto-sadržaja ne većeg od 2 litre"
"incoterm_04015019","04015019","Mlijeko i vrhnje, nekoncentrirani niti s dodanim šećerom ni drugim sladilima, s masenim udjelom masti većim od 10%, ali ne većim od 21% (osim u neposrednim pakiranjima neto-sadržaja ne većeg od 2 litre)"
"incoterm_04015031","04015031","Mlijeko i vrhnje, nekoncentrirani niti s dodanim šećerom ni drugim sladilima, s masenim udjelom masti većim od 21%, ali ne većim od 45%, u neposrednim pakiranjima neto-sadržaja ne većeg od 2 litre"
"incoterm_04015039","04015039","Mlijeko i vrhnje, nekoncentrirani niti s dodanim šećerom ni drugim sladilima, s masenim udjelom masti većim od 21%, ali ne većim od 45% (osim u neposrednim pakiranjima neto-sadržaja ne većeg od 2 litre)"
"incoterm_04015091","04015091","Mlijeko i vrhnje, nekoncentrirani niti s dodanim šećerom ni drugim sladilima, s masenim udjelom masti većim od 45%, u neposrednim pakiranjima neto-sadržaja ne većeg od 2 litre"
"incoterm_04015099","04015099","Mlijeko i vrhnje, nekoncentrirani niti s dodanim šećerom ni drugim sladilima, s masenim udjelom masti većim od 45% (osim u neposrednim pakiranjima neto-sadržaja ne većeg od 2 litre)"
"incoterm_04021011","04021011","Mlijeko i vrhnje, u krutim oblicima, do uključno 1,5% masti, nezaslađeni, u izvornom pakiranju neto sadržaja do uključno 2,5 kg"
"incoterm_04021019","04021019","Mlijeko i vrhnje, u krutim oblicima, do uključno 1,5% masti, nezaslađeni, u izvornom pakiranju neto sadržaja većeg od 2,5 kg"
"incoterm_04021091","04021091","Mlijeko i vrhnje, u krutim oblicima, do uključno 1,5% masti, zaslađeni, u izvornom pakiranju neto sadržaja do uključno 2,5 kg"
"incoterm_04021099","04021099","Mlijeko i vrhnje, u krutim oblicima, do uključno 1,5% masti, zaslađeni, u izvornom pakiranju neto sadržaja većeg od 2,5 kg"
"incoterm_04022111","04022111","Mlijeko i vrhnje, u krutim oblicima, s više od 1,5% masti, nezaslađeni, u izvornom pakiranju neto sadržaja do uključno 2,5 kg"
"incoterm_04022118","04022118","Mlijeko i vrhnje, bez dodanog šećera ili drugih sladila, u prahu, granulama ili drugim krutim oblicima, s masenim udjelom masti većim od 1,5%, ali ne većim od 27% (osim u neposrednim pakiranjima neto-mase ne veće od 2,5 kg)"
"incoterm_04022191","04022191","Mlijeko i vrhnje, u krutim oblicima s više od 27% masti, nezaslađeni, u izvornom pakiranju neto sadržaja do uključno 2,5 kg"
"incoterm_04022199","04022199","Mlijeko i vrhnje, u krutim oblicima s više od 27% masti, nezaslađeni, u izvornom pakiranju neto sadržaja manjeg od 2,5 kg"
"incoterm_04022911","04022911","Posebno mlijeko za dojenčad, zaslađeno, s više od 10% masti, ali do uključno 27% masti, u hermetički zatvorenoj ambalaži neto sadržaja do uključno 500 g"
"incoterm_04022915","04022915","Mlijeko i vrhnje, u krutim oblicima, s više od 1,5% masti do uključno 27% masti, zaslađeni, u izvornom pakiranju neto sadržaja do uključno 2,5 kg (osim onog za dojenčad u hermetički zatvorenoj ambalaži neto sadržaja do uključno 500 g)"
"incoterm_04022919","04022919","Mlijeko i vrhnje, u krutim oblicima, s više od 1,5% masti do uključno 27% masti, zaslađeni, u izvornom pakiranju neto sadržaja do uključno 2,5 kg"
"incoterm_04022991","04022991","Mlijeko i vrhnje, u krutim oblicima, s više od 27% masti, zaslađeni, u izvornom pakiranju neto sadržaja do uključno 2,5 kg"
"incoterm_04022999","04022999","Mlijeko i vrhnje, u krutim oblicima, s više od 27% masti, zaslađeni, u izvornom pakiranju neto sadržaja većeg od 2,5 kg"
"incoterm_04029110","04029110","Mlijeko i vrhnje, koncentrirani, ali nezaslađeni (osim onih u krutim oblicima) s masenim udjelom masti ne većim od 8%"
"incoterm_04029130","04029130","Mlijeko i vrhnje, koncentrirani, ali nezaslađeni (osim onih u krutim oblicima) s masenim udjelom masti većim od 8% ali ne većim od 10%"
"incoterm_04029151","04029151","Mlijeko i vrhnje, koncentrirani, s više od 10% masti do uključno 45% masti, nezaslađeno, u izvornom pakiranju neto sadržaja do uključno 2,5 kg (osim onog u krutim oblicima)"
"incoterm_04029159","04029159","Mlijeko i vrhnje, koncentrirani, sa sadržajem masti većim od 10%, ali manjim od 45%, nezaslađeno, u izvornom pakiranju neto sadržaja većeg od 2,5 kg (osim onog u krutim oblicima)"
"incoterm_04029191","04029191","Mlijeko i vrhnje, koncentrirani, s više od 45% masti, nezaslađeni, u izvornom pakiranju neto sadržaja do uključno 2,5 kg (osim onog u krutim oblicima)"
"incoterm_04029199","04029199","Mlijeko i vrhnje, koncentrirani, s više od 45% masti, nezaslađeni, u izvornom pakiranju neto sadržaja većeg od 2,5 kg (osim onog u krutim oblicima)"
"incoterm_04029910","04029910","Mlijeko i vrhnje, koncentrirani i zaslađeni (osim onog u krutim oblicima) sa sadržajem masti ne većim od 9,5 %"
"incoterm_04029931","04029931","Mlijeko i vrhnje, koncentrirani, s manje od 9,5% masti do uključno 45% masti, zaslađeni, u izvornom pakiranju neto sadržaja do uključno 2,5 kg (osim onog u krutim oblicima)"
"incoterm_04029939","04029939","Mlijeko i vrhnje, koncentrirani, s više od 9,5% masti do uključno 45% masti, zaslađeni, u izvornom pakiranju neto sadržaja većeg od 2,5 kg (osim onog u krutim oblicima)"
"incoterm_04029991","04029991","Mlijeko i vrhnje, koncentrirani, s više od 45% masti, zaslađeni, u izvornom pakiranju neto sadržaja do uključno 2,5 kg (osim onog u krutim oblicima)"
"incoterm_04029999","04029999","Mlijeko i vrhnje, koncentrirani, s više od 45% masti, zaslađeni, u izvornom pakiranju neto sadržaja većeg od 2,5 kg (osim onog u krutim oblicima)"
"incoterm_04031011","04031011","Jogurt (osim onog s aromom ili dodanim voćem, lješnjacima ili kakaom, dodanim šećerom i ostalim sladilima), do uključno 3% masti"
"incoterm_04031013","04031013","Jogurt (osim onog s aromom ili dodanim voćem, lješnjacima ili kakaom, dodanim šećerom i ostalim sladilima), s više od 3% masti do uključno 6% masti"
"incoterm_04031019","04031019","Jogurt (osim onog s aromom ili dodanim voćem, lješnjacima ili kakaom, dodanim šećerom i ostalim sladilima), s više od 6% masti"
"incoterm_04031031","04031031","Jogurt (osim onog s aromom ili dodanim voćem, lješnjacima ili kakaom, dodanim šećerom i ostalim sladilima), do uključno 3% masti"
"incoterm_04031033","04031033","Jogurt (osim onog s aromom ili dodanim voćem, lješnjacima ili kakaom, dodanim šećerom i ostalim sladilima), s više od 3% do uključno 6% masti"
"incoterm_04031039","04031039","Jogurt (osim onog s aromom ili dodanim voćem, lješnjacima ili kakaom, dodanim šećerom i ostalim sladilima), s više od 6% masti"
"incoterm_04031051","04031051","Jogurt, koncentriran ili nekoncentriran, sa ili bez arome, dodanog voća, lješnjaka ili kakaa, zaslađen, u krutim oblicima, do uključno 1,5% mliječne masti"
"incoterm_04031053","04031053","Jogurt, koncentriran ili nekoncentriran, sa ili bez arome, dodanog voća, lješnjaka ili kakaa, zaslađen, u krutim oblicima, s više od 1,5% do uključno 27% mliječne masti"
"incoterm_04031059","04031059","Jogurt, koncentriran ili nekoncentriran, sa ili bez arome, dodanog voća, lješnjaka ili kakaa, zaslađen, u krutim oblicima, s više od 27% mliječne masti"
"incoterm_04031091","04031091","Jogurt, koncentriran ili nekoncentriran, sa ili bez arome, dodanog voća, lješnjaka ili kakaa, zaslađen, do uključno 3% mliječne masti (osim jogurta u krutim oblicima)"
"incoterm_04031093","04031093","Jogurt, koncentriran ili nekoncentriran, sa ili bez arome, dodanog voća, lješnjaka ili kakaa, zaslađen, s više od  3% do uključno 6% mliječne masti (osim jogurta u krutim oblicima)"
"incoterm_04031099","04031099","Jogurt, koncentriran ili nekoncentriran, sa ili bez arome, dodanog voća, lješnjaka ili kakaa, zaslađen, s više od  6% mliječne masti (osim jogurta u krutim oblicima)"
"incoterm_04039011","04039011","Mlaćenica, kiselo mlijeko i vrhnje, kefir i ostalo fermentirano ili zakiseljeno mlijeko i vrhnje, u krutim oblicima, nezaslađeni, do uključno 1,5 masenih % masti (osim jogurta, aromatiziranog ili s dodanim voćem, lješnjacima ili kakaom)"
"incoterm_04039013","04039013","Mlaćenica, kiselo mlijeko i vrhnje, kefir i ostalo fermentirano ili zakiseljeno mlijeko i vrhnje, u krutim oblicima, nezaslađeni, s više od 1,5% do uključno 27% masti (osim jogurta, aromatiziranog ili s dodanim voćem, lješnjacima ili kakaom)"
"incoterm_04039019","04039019","Mlaćenica, kiselo mlijeko i vrhnje, kefir i ostalo fermentirano ili zakiseljeno mlijeko i vrhnje, u krutim oblicima, nezaslađeno, s više od 27% masti (osim jogurta, aromatiziranog ili s dodanim voćem, lješnjacima ili kakaom)"
"incoterm_04039031","04039031","Mlaćenica, kiselo mlijeko i vrhnje, kefir i ostalo fermentirano ili zakiseljeno mlijeko i vrhnje, u krutim oblicima, zaslađeni, do uključno 1,5% masti (osim jogurta, aromatiziranog ili s dodanim voćem, lješnjacima ili kakaom)"
"incoterm_04039033","04039033","Mlaćenica, kiselo mlijeko i vrhnje, kefir i ostalo fermentirano ili zakiseljeno mlijeko i vrhnje, u krutim oblicima, zaslađeni, s više od 1,5% do uključno 27% masti (osim jogurta, aromatiziranog ili s dodanim voćem, lješnjacima ili kakaom)"
"incoterm_04039039","04039039","Mlaćenica, kiselo mlijeko i vrhnje, kefir i ostalo fermentirano ili zakiseljeno mlijeko i vrhnje, u krutim oblicima, zaslađeni, s više od 27% masti (osim jogurta, aromatiziranog ili s dodanim voćem, lješnjacima ili kakaom)"
"incoterm_04039051","04039051","Mlaćenica, kiselo mlijeko i vrhnje, kefir i ostalo fermentirano ili zakiseljeno mlijeko i vrhnje, koncentrirani ili nekoncentrirani, nezaslađeni, sa sadržajem masti do uključno 3% (osim onih u krutim oblicima, jogurta, aromatiziranog ili s dodanim voćem, lješnjacima ili kakaom)"
"incoterm_04039053","04039053","Mlaćenica, kiselo mlijeko i vrhnje, kefir i ostalo fermentirano ili zakiseljeno mlijeko i vrhnje, koncentrirani ili nekoncentrirani, nezaslađeni, s više od 3% do uključno 6% masti (osim onih u krutim oblicima, jogurta, aromatiziranog ili s dodanim voćem, lješnjacima ili kakaom)"
"incoterm_04039059","04039059","Mlaćenica, kiselo mlijeko i vrhnje, kefir i ostalo fermentirano ili zakiseljeno mlijeko i vrhnje, koncentrirani ili nekoncentrirani, nezaslađeni, s više od  6% masti (osim onih u krutim oblicima, jogurta, aromatiziranog ili s dodanim voćem, lješnjacima ili kakaom)"
"incoterm_04039061","04039061","Mlaćenica, kiselo mlijeko i vrhnje, kefir i ostalo fermentirano ili zakiseljeno mlijeko i vrhnje, koncentrirani ili nekoncentrirani, zaslađeni, sa sadržajem masti do uključno 3% (osim onih u krutim oblicima, jogurta, aromatiziranog ili s dodanim voćem, lješnjacima ili kakaom)"
"incoterm_04039063","04039063","Mlaćenica, kiselo mlijeko i vrhnje, kefir i ostalo fermentirano ili zakiseljeno mlijeko i vrhnje, koncentrirani ili nekoncentrirani, zaslađeni, s više od 3% do uključno 6% masti (osim onih u krutim oblicima, jogurta, aromatiziranog ili s dodanim voćem, lješnjacima ili kakaom)"
"incoterm_04039069","04039069","Mlaćenica, kiselo mlijeko i vrhnje, kefir i ostalo fermentirano ili zakiseljeno mlijeko i vrhnje, koncentrirani ili nekoncentrirani, zaslađeni, s više od  6% masti (osim onih u krutim oblicima, jogurta, aromatiziranog ili s dodanim voćem, lješnjacima ili kakaom)"
"incoterm_04039071","04039071","Mlaćenica, kiselo mlijeko i vrhnje, kefir i ostalo fermentirano ili zakiseljeno mlijeko i vrhnje, aromatizirani ili s dodanim voćem, lješnjacima ili kakaom, zaslađeni ili nezaslađeni, u krutim oblicima, sa sadržajem masti do uključno 1,5% (osim jogurta)"
"incoterm_04039073","04039073","Mlaćenica, kiselo mlijeko i vrhnje, kefir i ostalo fermentirano ili zakiseljeno mlijeko i vrhnje, aromatizirani ili s dodanim voćem, lješnjacima ili kakaom, zaslađeni ili nezaslađeni, u krutim oblicima, s više od 1,5% do uključno 27% masti (osim jogurta)"
"incoterm_04039079","04039079","Mlaćenica, kiselo mlijeko i vrhnje, kefir i ostalo fermentirano ili zakiseljeno mlijeko i vrhnje, aromatizirani ili s dodanim voćem, lješnjacima ili kakaom, zaslađeni ili nezaslađeni, u krutim oblicima, s više od  27% masti (osim jogurta)"
"incoterm_04039091","04039091","Mlaćenica, kiselo mlijeko i vrhnje, kefir i ostalo fermentirano ili zakiseljeno mlijeko i vrhnje, aromatizirani ili s dodanim voćem, lješnjacima ili kakaom, zaslađeni ili nezaslađeni, sa sadržajem masti do uključno 3% (osim onih u krutim oblicima i jogurta)"
"incoterm_04039093","04039093","Mlaćenica, kiselo mlijeko i vrhnje, kefir i ostalo fermentirano ili zakiseljeno mlijeko i vrhnje, aromatizirani ili s dodanim voćem, lješnjacima ili kakaom, zaslađeni ili nezaslađeni, s više od 3% do uključno 6% masti (osim onih u krutim oblicima i jogurta)"
"incoterm_04039099","04039099","Mlaćenica, kiselo mlijeko i vrhnje, kefir i ostalo fermentirano ili zakiseljeno mlijeko i vrhnje, aromatizirani ili s dodanim voćem, lješnjacima ili kakaom, zaslađeni ili nezaslađeni, s više od  6% masti (osim onih u krutim oblicima i jogurta)"
"incoterm_04041002","04041002","Surutka i modificirana surutka, u prahu, granulama i ostalim krutim oblicima, bez dodanog šećera i drugih sladila, sadržaja bjelančevina (sadržaj dušika x 6,38) do uključno 15% težine i do uključno 1,5% masti"
"incoterm_04041004","04041004","Surutka i modificirana surutka, u prahu, granulama i ostalim krutim oblicima, bez dodanog šećera i drugih sladila, sadržaja bjelančevina (sadržaj dušika x 6,38) do uključno 15% težine i više od 1,5% do uključno 27% masti"
"incoterm_04041006","04041006","Surutka i modificirana surutka, u prahu, granulama i ostalim krutim oblicima, bez dodanog šećera i drugih sladila, sadržaja bjelančevina (sadržaj dušika x 6,38) do uključno 15% težine i više od  27% masti"
"incoterm_04041012","04041012","Surutka i modificirana surutka, u prahu, granulama i ostalim krutim oblicima, bez dodanog šećera i drugih sladila, sadržaja bjelančevina (sadržaj dušika x 6,38) više od 15% težine i do uključno 1,5% masti"
"incoterm_04041014","04041014","Surutka i modificirana surutka, u prahu, granulama i ostalim krutim oblicima, bez dodanog šećera i drugih sladila, sadržaja bjelančevina (sadržaj dušika x 6,38) više od 15% težine i više od 1,5% do uključno 27% masti"
"incoterm_04041016","04041016","Surutka i modificirana surutka, u prahu, granulama i ostalim krutim oblicima, bez dodanog šećera i drugih sladila, sadržaja bjelančevina (sadržaj dušika x 6,38) više od 15% težine i više od 27% masti"
"incoterm_04041026","04041026","Surutka i modificirana surutka, u prahu, granulama i ostalim krutim oblicima, bez dodanog šećera i drugih sladila, sadržaja bjelančevina (sadržaj dušika x 6,38) do uključno 15% težine i do uključno 1,5% masti"
"incoterm_04041028","04041028","Surutka i modificirana surutka, u prahu, granulama i ostalim krutim oblicima, bez dodanog šećera i drugih sladila, sadržaja bjelančevina (sadržaj dušika x 6,38) do uključno 15% težine i više od 1,5% do uključno 27% masti"
"incoterm_04041032","04041032","Surutka i modificirana surutka, u prahu, granulama i ostalim krutim oblicima, bez dodanog šećera i drugih sladila, sadržaja bjelančevina (sadržaj dušika x 6,38) do uključno 15% težine i više od 27% masti"
"incoterm_04041034","04041034","Surutka i modificirana surutka, u prahu, granulama i ostalim krutim oblicima, bez dodanog šećera i drugih sladila, sadržaja bjelančevina (sadržaj dušika x 6,38) više od 15% težine i do uključno 1,5% masti"
"incoterm_04041036","04041036","Surutka i modificirana surutka, u prahu, granulama i ostalim krutim oblicima, bez dodanog šećera i drugih sladila, sadržaja bjelančevina (sadržaj dušika x 6,38) više od 15% težine i više od 1,5% do uključno 27% masti"
"incoterm_04041038","04041038","Surutka i modificirana surutka, u prahu, granulama i ostalim krutim oblicima, bez dodanog šećera i drugih sladila, sadržaja bjelančevina (sadržaj dušika x 6,38) više od 15% težine i više od 27% masti"
"incoterm_04041048","04041048","Surutka i modificirana surutka, koncentrirane i nekoncentrirane, bez dodanog šećera i drugih sladila, sadržaja bjelančevina (sadržaj dušika x 6,38) do uključno 15% težine i do uključno 1,5% masti (osim onih u prahu, granulama i ostalim krutim oblicima)"
"incoterm_04041052","04041052","Surutka i modificirana surutka, koncentrirane i nekoncentrirane, bez dodanog šećera i drugih sladila, sadržaja bjelančevina (sadržaj dušika x 6,38) do uključno 15% težine i više od 1,5% do uključno 27% masti (osim onih u prahu, granulama i ostalim krutim oblicima)"
"incoterm_04041054","04041054","Surutka i modificirana surutka, koncentrirane i nekoncentrirane, bez dodanog šećera i drugih sladila, sadržaja bjelančevina (sadržaj dušika x 6,38) do uključno 15% težine i više od 27% masti (osim onih u prahu, granulama i ostalim krutim oblicima)"
"incoterm_04041056","04041056","Surutka i modificirana surutka, koncentrirane i nekoncentrirane, bez dodanog šećera i drugih sladila, sadržaja bjelančevina (sadržaj dušika x 6,38) više od 15% težine i sa sadržajem masti do uključno 1,5% (osim onih u prahu, granulama i ostalim krutim oblicima)"
"incoterm_04041058","04041058","Surutka i modificirana surutka, koncentrirane i nekoncentrirane, bez dodanog šećera i drugih sladila, sadržaja bjelančevina (sadržaj dušika x 6,38) više od 15% težine i više od 1,5% do uključno 27% masti (osim onih u prahu, granulama i ostalim krutim oblicima)"
"incoterm_04041062","04041062","Surutka i modificirana surutka, koncentrirane i nekoncentrirane, bez dodanog šećera i drugih sladila, sadržaja bjelančevina (sadržaj dušika x 6,38) više od 15% težine i više od  27% masti (osim onih u prahu, granulama i ostalim krutim oblicima)"
"incoterm_04041072","04041072","Surutka i modificirana surutka, koncentrirane i nekoncentrirane, bez dodanog šećera i drugih sladila, sadržaja bjelančevina (sadržaj dušika x 6,38) do uključno 15% težine i sa sadržajem masti do uključno 1,5% masti (osim onih u prahu, granulama i ostalim krutim oblicima)"
"incoterm_04041074","04041074","Surutka i modificirana surutka, koncentrirane i nekoncentrirane, bez dodanog šećera i drugih sladila, sadržaja bjelančevina (sadržaj dušika x 6,38) do uključno 15% težine i više od 1,5% do uključno 27% masti (osim onih u prahu, granulama i ostalim krutim oblicima)"
"incoterm_04041076","04041076","Surutka i modificirana surutka, koncentrirane i nekoncentrirane, bez dodanog šećera i drugih sladila, sadržaja bjelančevina (sadržaj dušika x 6,38) do uključno 15% težine i više od 27 masenih % masti (osim onih u prahu, granulama i ostalim krutim oblicima)"
"incoterm_04041078","04041078","Surutka i modificirana surutka, koncentrirane i nekoncentrirane, bez dodanog šećera i drugih sladila, sadržaja bjelančevina (sadržaj dušika x 6,38) više od 15% težine i do uključno 1,5 masenih % masti (osim onih u prahu, granulama i ostalim krutim oblicima)"
"incoterm_04041082","04041082","Surutka i modificirana surutka, koncentrirane i nekoncentrirane, bez dodanog šećera i drugih sladila, sadržaja bjelančevina (sadržaj dušika x 6,38)više od 15% težine i više od 1,5% do uključno 27% masti (osim onih u prahu, granulama i ostalim krutim oblicima)"
"incoterm_04041084","04041084","Surutka i modificirana surutka, koncentrirane i nekoncentrirane, bez dodanog šećera i drugih sladila, sadržaja bjelančevina (sadržaj dušika x 6,38) više od 15% težine i više od 27% masti (osim onih u prahu, granulama i ostalim krutim oblicima)"
"incoterm_04049021","04049021","Proizvodi koji se sastoje od prirodnih mliječnih sastojaka, bez dodanog šećera i ostalih sladila, do uključno 1,5% masti"
"incoterm_04049023","04049023","Proizvodi koji se sastoje od prirodnih mliječnih sastojaka, bez dodanog šećera i ostalih sladila, s više od 1,5% do uključno 27% masti"
"incoterm_04049029","04049029","Proizvodi koji se sastoje od prirodnih mliječnih sastojaka, bez dodanog šećera i ostalih sladila, s više od 27% masti"
"incoterm_04049081","04049081","Proizvodi koji se sastoje od prirodnih mliječnih sastojaka, s dodanim šećerom i ostalim sladilima, do uključno 1,5% masti"
"incoterm_04049083","04049083","Proizvodi koji se sastoje od prirodnih mliječnih sastojaka, s dodanim šećerom i ostalim sladilima, s više od 1,5% do uključno 27% masti"
"incoterm_04049089","04049089","Proizvodi koji se sastoje od prirodnih mliječnih sastojaka, s dodanim šećerom i ostalim sladilima, s više od 27% masti"
"incoterm_04051011","04051011","Prirodni maslac, sa sadržajem masti do uključno 85% masti, u izvornom pakiranju neto sadržaja do uključno 1 kg"
"incoterm_04051019","04051019","Prirodni maslac, sa sadržajem masti do uključno 85% masti (osim onog u izvornom pakiranju neto sadržaja do uključno 1 kg i dehidriranog maslaca i otopljenoga bivoljeg maslaca)"
"incoterm_04051030","04051030","Rekombinirani maslac, do uključno 85% masti"
"incoterm_04051050","04051050","Surutkin maslac, do uključno 85% masti"
"incoterm_04051090","04051090","Maslac, s više od 85% do uključno 95% masti"
"incoterm_04052010","04052010","Mliječni namazi, sa sadržajem masti od 39% do manje od 60%"
"incoterm_04052030","04052030","Mliječni namazi, sa sadržajem masti od 60% do uključno 75%"
"incoterm_04052090","04052090","Mliječni namazi, sa sadržajem masti većim od 75% do manje od 80%"
"incoterm_04059010","04059010","Masnoće i ulja dobiveni iz mlijeka, sa sadržajem masti od 99,3% ili više i vode do uključno 0,5%"
"incoterm_04059090","04059090","Masnoće i ulja dobiveni iz mlijeka, dehidriranog maslaca i otopljenoga bivoljeg maslaca (osim onih sa sadržajem masti do uključno 99,3% i udjelom vode do uključno 0,5% i prirodnog, rekombiniranog i surutkinog maslaca)"
"incoterm_04061020","04061020","Svježi sir (nefermentiran ili neusoljen), uključujući sir od surutke i skutu, sa sadržajem masti do uključno 40%"
"incoterm_04061080","04061080","Svježi sir (nefermentiran ili neusoljen), uključujući sir od surutke i skutu, sa sadržajem masti većim od 40%"
"incoterm_04062010","04062010","Glarus biljni sir, riban ili u prahu (poznat kao schabziger), proizveden iz obranog mlijeka i pomiješan s fino zdrobljenim biljem"
